Gene	Gene.synonym	Ensembl	Gene.description	Uniprot	Protein.class	Evidence	HPA.evidence	UniProt.evidence
ITGA2B	CD41, CD41B, GP2B, PPP1R93	ENSG00000005961	Integrin subunit alpha 2b	P08514	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGA3	CD49c, GAP-B3, MSK18, VCA-2, VLA3a	ENSG00000005884	Integrin subunit alpha 3	P26006	Cancer-related genes, CD markers, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGA4	CD49d	ENSG00000115232	Integrin subunit alpha 4	P13612	Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ITGA7		ENSG00000135424	Integrin subunit alpha 7	Q13683	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGA9	ALPHA-RLC, ITGA4L, RLC	ENSG00000144668	Integrin subunit alpha 9	Q13797	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB1	CD29, FNRB, GPIIA, MDF2, MSK12	ENSG00000150093	Integrin subunit beta 1	P05556	Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB2	CD18, LFA-1, MAC-1, MFI7	ENSG00000160255	Integrin subunit beta 2	P05107	CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB3	CD61, GP3A, GPIIIa	ENSG00000259207	Integrin subunit beta 3	P05106	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB4	CD104	ENSG00000132470	Integrin subunit beta 4	P16144	Cancer-related genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB5		ENSG00000082781	Integrin subunit beta 5	P18084	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB7		ENSG00000139626	Integrin subunit beta 7	P26010	Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITGB8		ENSG00000105855	Integrin subunit beta 8	P26012	Cancer-related genes, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
ITM2A	BRICD2A, E25A	ENSG00000078596	Integral membrane protein 2A	O43736	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
ITSN1	ITSN, MGC134948, MGC134949, SH3D1A, SH3P17	ENSG00000205726	Intersectin 1	Q15811	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
ITSN2	KIAA1256, PRO2015, SH3D1B, SH3P18, SWA, SWAP	ENSG00000198399	Intersectin 2	Q9NZM3	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
IYD	C6orf71, DEHAL1, dJ422F24.1	ENSG00000009765	Iodotyrosine deiodinase	Q6PHW0	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JAG1	AGS, AHD, AWS, CD339, HJ1, JAGL1	ENSG00000101384	Jagged 1	P78504	CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JAK2	JTK10	ENSG00000096968	Janus kinase 2	O60674	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JAK3	JAK-3, JAK3_HUMAN, JAKL, L-JAK, LJAK	ENSG00000105639	Janus kinase 3	P52333	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JAM2	C21orf43, CD322, JAM-B, JAMB, VE-JAM	ENSG00000154721	Junctional adhesion molecule 2	P57087	CD markers, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JMJD4	FLJ12517	ENSG00000081692	Jumonji domain containing 4	Q9H9V9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JPT2	C16orf34, FLJ13092, HN1L, KIAA1426, L11	ENSG00000206053	Jupiter microtubule associated homolog 2	Q9H910	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
JUP	CTNNG, DP3, DPIII, PDGB, PKGB	ENSG00000173801	Junction plakoglobin	P14923	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KANK1	ANKRD15, KANK, KIAA0172	ENSG00000107104	KN motif and ankyrin repeat domains 1	Q14678	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KANK3	ANKRD47, FLJ46061	ENSG00000186994	KN motif and ankyrin repeat domains 3	Q6NY19	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KANSL2	C12orf41, FLJ20436, NSL2	ENSG00000139620	KAT8 regulatory NSL complex subunit 2	Q9H9L4	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KATNB1		ENSG00000140854	Katanin regulatory subunit B1	Q9BVA0	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KCNAB1	AKR6A3, hKvb3, hKvBeta3, KCNA1B, Kvb1.3	ENSG00000169282	Potassium voltage-gated channel subfamily A member regulatory beta subunit 1	Q14722	Predicted intracellular proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
KCNB2	Kv2.2	ENSG00000182674	Potassium voltage-gated channel subfamily B member 2	Q92953	FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
KCNC2	Kv3.2	ENSG00000166006	Potassium voltage-gated channel subfamily C member 2	Q96PR1	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at protein level
KCNH8	elk3, Kv12.1	ENSG00000183960	Potassium voltage-gated channel subfamily H member 8	Q96L42	Predicted membrane proteins, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at transcript level
KCNJ15	IRKK, Kir1.3, Kir4.2	ENSG00000157551	Potassium voltage-gated channel subfamily J member 15	Q99712	Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KCNK17	K2p17.1, TALK-2, TALK2, TASK-4, TASK4	ENSG00000124780	Potassium two pore domain channel subfamily K member 17	Q96T54	Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
KCNK6	K2p6.1, TWIK-2	ENSG00000099337	Potassium two pore domain channel subfamily K member 6	Q9Y257	Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at protein level
KCNK7	K2p7.1	ENSG00000173338	Potassium two pore domain channel subfamily K member 7	Q9Y2U2	Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
KCNK9	K2p9.1, TASK-3, TASK3	ENSG00000169427	Potassium two pore domain channel subfamily K member 9	Q9NPC2	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KCNS3	Kv9.3	ENSG00000170745	Potassium voltage-gated channel modifier subfamily S member 3	Q9BQ31	Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level	Evidence at protein level	Evidence at protein level
KCNU1	KCa5.1, Kcnma3, KCNMC1, Slo3	ENSG00000215262	Potassium calcium-activated channel subfamily U member 1	A8MYU2	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KDR	CD309, FLK1, VEGFR, VEGFR2	ENSG00000128052	Kinase insert domain receptor	P35968	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, RAS pathway related proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KEL	CD238, ECE3	ENSG00000197993	Kell blood group, metallo-endopeptidase	P23276	Blood group antigen proteins, Cancer-related genes, CD markers, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KIAA0556	JBTS26, KATNIP	ENSG00000047578	KIAA0556	O60303	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KIAA0895		ENSG00000164542	KIAA0895	Q8NCT3	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
KIAA1324	EIG121, maba1	ENSG00000116299	KIAA1324	Q6UXG2	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
KIAA1522		ENSG00000162522	KIAA1522	Q9P206	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KIAA1958	FLJ39294	ENSG00000165185	KIAA1958	Q8N8K9	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KIF17	KIAA1405, KIF17B, KIF3X, KLP-2, OSM-3	ENSG00000117245	Kinesin family member 17	Q9P2E2	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
KIF19	FLJ37300, KIF19A	ENSG00000196169	Kinesin family member 19	Q2TAC6	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
KIF21A	FEOM1, FLJ20052	ENSG00000139116	Kinesin family member 21A	Q7Z4S6	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KIF21B	DKFZP434J212, KIAA0449	ENSG00000116852	Kinesin family member 21B	O75037	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KIF26A	DKFZP434N178, KIAA1236	ENSG00000066735	Kinesin family member 26A	Q9ULI4	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KIF26B	FLJ10157	ENSG00000162849	Kinesin family member 26B	Q2KJY2	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
KISS1R	AXOR12, GPR54, HOT7T175	ENSG00000116014	KISS1 receptor	Q969F8	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
KIT	C-Kit, CD117, PBT, SCFR	ENSG00000157404	KIT proto-oncogene receptor tyrosine kinase	P10721	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, RAS pathway related proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLC1	hKLC1B, hKLC1G, hKLC1J, hKLC1N, hKLC1P, hKLC1R, hKLC1S, KLC, KNS2, KNS2A	ENSG00000126214	Kinesin light chain 1	Q07866	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLC2	FLJ12387	ENSG00000174996	Kinesin light chain 2	Q9H0B6	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLF9	BTEB1	ENSG00000119138	Kruppel like factor 9	Q13886	Predicted intracellular proteins, Transcription factors	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KLHDC7B	MGC16635	ENSG00000130487	Kelch domain containing 7B	Q96G42	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
KLHL41	KBTBD10, Krp1, SARCOSIN	ENSG00000239474	Kelch like family member 41	O60662	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLHL6	FLJ00029	ENSG00000172578	Kelch like family member 6	Q8WZ60	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLHL7	KLHL6, RP42, SBBI26	ENSG00000122550	Kelch like family member 7	Q8IXQ5	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KLRC1	CD159a, NKG2, NKG2-A, NKG2-B	ENSG00000134545	Killer cell lectin like receptor C1	P26715	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KLRC2	CD159c, NKG2-C	ENSG00000205809	Killer cell lectin like receptor C2	P26717	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KLRK1	CD314, D12S2489E, KLR, NKG2-D, NKG2D	ENSG00000213809	Killer cell lectin like receptor K1	P26718	Cancer-related genes, CD markers, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
KMT2D	ALR, CAGL114, MLL2, MLL4, TNRC21	ENSG00000167548	Lysine methyltransferase 2D	O14686	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
KNSTRN	C15orf23, FLJ14502, kinastrin, SKAP, TRAF4AF1	ENSG00000128944	Kinetochore localized astrin/SPAG5 binding protein	Q9Y448	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KNTC1	KIAA0166, ROD	ENSG00000184445	Kinetochore associated 1	P50748	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KPTN	2E4	ENSG00000118162	Kaptin, actin binding protein	Q9Y664	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KRT75	K6HF	ENSG00000170454	Keratin 75	O95678	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KRT77	KRT1B	ENSG00000189182	Keratin 77	Q7Z794	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
KRTAP25-1	KAP25.1	ENSG00000232263	Keratin associated protein 25-1	Q3LHN0	Predicted intracellular proteins	No human protein/transcript evidence	No human protein/transcript evidence	No human protein/transcript evidence
L1CAM	CD171, HSAS, HSAS1, MASA, MIC5, S10, SPG1	ENSG00000198910	L1 cell adhesion molecule	P32004	CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAIR1	CD305	ENSG00000167613	Leukocyte associated immunoglobulin like receptor 1	Q6GTX8	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAMP2	CD107b	ENSG00000005893	Lysosomal associated membrane protein 2	P13473	CD markers, Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAMTOR1	C11orf59, FLJ20625, p18, p27RF-Rho, Pdro, Ragulator1	ENSG00000149357	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	Q6IAA8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAPTM4A	HUMORF13, KIAA0108, LAPTM4, MBNT, Mtrp	ENSG00000068697	Lysosomal protein transmembrane 4 alpha	Q15012	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LASP1	Lasp-1, MLN50	ENSG00000002834	LIM and SH3 protein 1	Q14847	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAT	LAT1	ENSG00000213658	Linker for activation of T cells	O43561	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAT2	HSPC046, LAB, NTAL, WBSCR15, WBSCR5, WSCR5	ENSG00000086730	Linker for activation of T cells family member 2	Q9GZY6	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LAX1	FLJ20340, LAX	ENSG00000122188	Lymphocyte transmembrane adaptor 1	Q8IWV1	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LCP1	CP64, L-PLASTIN, LC64P, PLS2	ENSG00000136167	Lymphocyte cytosolic protein 1	P13796	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LCTL	FLJ33279, KLG, KLPH	ENSG00000188501	Lactase like	Q6UWM7	Cancer-related genes, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LDB2	CLIM1, LDB1	ENSG00000169744	LIM domain binding 2	O43679	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LENG1		ENSG00000105617	Leukocyte receptor cluster member 1	Q96BZ8	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LGALS4	GAL4	ENSG00000171747	Galectin 4	P56470	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LGALS8	PCTA-1	ENSG00000116977	Galectin 8	O00214	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LGR6	FLJ14471	ENSG00000133067	Leucine rich repeat containing G protein-coupled receptor 6	Q9HBX8	G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LHX6	LHX6.1	ENSG00000106852	LIM homeobox 6	Q9UPM6	Predicted intracellular proteins, Transcription factors	Evidence at protein level	Evidence at transcript level	Evidence at protein level	
LIMA1	EPLIN	ENSG00000050405	LIM domain and actin binding 1	Q9UHB6	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LINGO1	FLJ14594, LERN1, LRRN6A	ENSG00000169783	Leucine rich repeat and Ig domain containing 1	Q96FE5	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LMCD1		ENSG00000071282	LIM and cysteine rich domains 1	Q9NZU5	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LMTK2	AATYK2, BREK, cprk, KIAA1079, KPI-2, KPI2, LMR2, PPP1R100	ENSG00000164715	Lemur tyrosine kinase 2	Q8IWU2	Enzymes, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LNX2	MGC46315, PDZRN1	ENSG00000139517	Ligand of numb-protein X 2	Q8N448	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LONRF1	FLJ23749, RNF191	ENSG00000154359	LON peptidase N-terminal domain and ring finger 1	Q17RB8	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LONRF3	FLJ22612, RNF127	ENSG00000175556	LON peptidase N-terminal domain and ring finger 3	Q496Y0	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LPAR1	edg-2, EDG2, Gpcr26, GPR26, LPA1, Mrec1.3, rec.1.3, vzg-1	ENSG00000198121	Lysophosphatidic acid receptor 1	Q92633	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LPAR3	Edg-7, EDG7, HOFNH30, LP-A3, LPA3, RP4-678I3	ENSG00000171517	Lysophosphatidic acid receptor 3	Q9UBY5	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LPAR4	GPR23, LPA4, P2RY9, P2Y5-LIKE, P2Y9	ENSG00000147145	Lysophosphatidic acid receptor 4	Q99677	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Evidence at protein level	Evidence at protein level	Evidence at protein level
LPIN1	KIAA0188	ENSG00000134324	Lipin 1	Q14693	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LPIN2	KIAA0249	ENSG00000101577	Lipin 2	Q92539	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LRCH2	KIAA1495	ENSG00000130224	Leucine rich repeats and calponin homology domain containing 2	Q5VUJ6	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
LRP12	FLJ12929, ST7	ENSG00000147650	LDL receptor related protein 12	Q9Y561	Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LRRC15	LIB	ENSG00000172061	Leucine rich repeat containing 15	Q8TF66	Plasma proteins, Predicted membrane proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
LRRC26	bA350O14.10	ENSG00000184709	Leucine rich repeat containing 26	Q2I0M4	Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LRRC45	MGC20806	ENSG00000169683	Leucine rich repeat containing 45	Q96CN5	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LRRC69		ENSG00000214954	Leucine rich repeat containing 69	Q6ZNQ3	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at transcript level
LRRC7	densin-180, KIAA1365	ENSG00000033122	Leucine rich repeat containing 7	Q96NW7	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LRRFIP2	HUFI-2	ENSG00000093167	LRR binding FLII interacting protein 2	Q9Y608	Predicted intracellular proteins, Transcription factors	Evidence at protein level	Evidence at protein level	Evidence at protein level
LRRIQ3	LRRC44, MGC22773	ENSG00000162620	Leucine rich repeats and IQ motif containing 3	A6PVS8	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LSR	ILDR3, LISCH7	ENSG00000105699	Lipolysis stimulated lipoprotein receptor	Q86X29	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LTB4R2	BLT2, BLTR2, JULF2, NOP9	ENSG00000213906	Leukotriene B4 receptor 2	Q9NPC1	G-protein coupled receptors, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at transcript level
LYN	JTK8	ENSG00000254087	LYN proto-oncogene, Src family tyrosine kinase	P07948	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LYST	CHS, CHS1	ENSG00000143669	Lysosomal trafficking regulator	Q99698	Disease related genes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
LZTS1	FEZ1	ENSG00000061337	Leucine zipper tumor suppressor 1	Q9Y250	Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
LZTS2	KIAA1813, LAPSER1	ENSG00000107816	Leucine zipper tumor suppressor 2	Q9BRK4	Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MACF1	ABP620, ACF7, FLJ45612, FLJ46776, KIAA0465, KIAA1251, MACF	ENSG00000127603	Microtubule-actin crosslinking factor 1	Q9UPN3	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MADD	DENN, KIAA0358, RAB3GEP	ENSG00000110514	MAP kinase activating death domain	Q8WXG6	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP2K1	MAPKK1, MEK1, PRKMK1	ENSG00000169032	Mitogen-activated protein kinase kinase 1	Q02750	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, RAS pathway related proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP2K7	Jnkk2, MKK7, PRKMK7	ENSG00000076984	Mitogen-activated protein kinase kinase 7	O14733	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP3K21	KIAA1804, MLK4	ENSG00000143674	Mitogen-activated protein kinase kinase kinase 21	Q5TCX8	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP3K6	ASK2, MAPKKK6, MEKK6	ENSG00000142733	Mitogen-activated protein kinase kinase kinase 6	O95382	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at transcript level	Evidence at protein level
MAP3K7	MEKK7, TAK1	ENSG00000135341	Mitogen-activated protein kinase kinase kinase 7	O43318	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP4		ENSG00000047849	Microtubule associated protein 4	P27816	FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP4K1	HPK1	ENSG00000104814	Mitogen-activated protein kinase kinase kinase kinase 1	Q92918	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAP4K5	GCKR, KHS, KHS1	ENSG00000012983	Mitogen-activated protein kinase kinase kinase kinase 5		Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	
MAP6	FLJ41346, KIAA1878, MAP6-N, STOP	ENSG00000171533	Microtubule associated protein 6	Q96JE9	Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAPK8IP1	IB1, JIP-1, JIP1, PRKM8IP	ENSG00000121653	Mitogen-activated protein kinase 8 interacting protein 1	Q9UQF2	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAPT	DDPAC, FLJ31424, FTDP-17, MAPTL, MGC138549, MSTD, MTBT1, MTBT2, PPND, PPP1R103, tau	ENSG00000186868	Microtubule associated protein tau	P10636	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MARCH10	FLJ35757, MARCH-X, RNF190	ENSG00000173838	Membrane associated ring-CH-type finger 10	Q8NA82	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MARCH7	AXOT, MARCH-VII, RNF177	ENSG00000136536	Membrane associated ring-CH-type finger 7	Q9H992	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MARCKS	80K-L, MACS, PKCSL	ENSG00000277443	Myristoylated alanine rich protein kinase C substrate	P29966	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MARK2	EMK1, PAR-1, PAR-1B, Par1b	ENSG00000072518	Microtubule affinity regulating kinase 2	Q7KZI7	Enzymes, Predicted intracellular proteins	Evidence at protein level	Evidence at protein level	Evidence at protein level
MAS1L	dJ994E9.2, MAS-L, MRG	ENSG00000204687	MAS1 proto-oncogene like, G protein-coupled receptor	P35410	G-protein coupled receptors, Predicted membrane proteins	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level
